,Descrição,Código,Fornecedor,Categoria,Unidade,Estoque Atual,Preço de Venda,Custo Unitário,Custo Total,Preço Total,Quant.Vendas,Descontos,Valor Pago,Total Vendas,Comissão,NCM,CEST,Mês,Ano,Mês/Ano,insertion_id
47,Linha Rayza - Verde Malvan,98036,,Linha,,3.0,12.5,8.5,25.5,37.5,,,,,,,,06,2021,06-2021,5652213256
48,Meada Anchor - 0292,4635125-0292,Coats Corrente Ltda,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,06,2021,06-2021,9083087524
49,Meada Anchor - 0293,4635125-0293,,Linha,,28.0,3.9,2.0,56.0,109.2,,,,,,,,06,2021,06-2021,2171396514
50,Meada Anchor - 0295,4635125-0295,,Linha,,22.0,3.9,2.0,44.0,85.8,,,,,,,,06,2021,06-2021,3057718668
51,Meada Anchor - 0297,4635125-0297,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,5686405462
52,Meada Anchor - 0298,4635125-0298,,Linha,,8.0,3.9,1.85,14.8,31.2,,,,,,,,06,2021,06-2021,5196588676
53,Meada Anchor - 0288,4635125-0288,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,06,2021,06-2021,572618465
54,Meada Anchor - 0289,4635125-0289,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,06,2021,06-2021,9460431229
55,Meada Anchor - 0290,4635125-0290,,Linha,,24.0,3.9,2.0,48.0,93.6,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,5041689042
56,Meada Anchor - 0291,4635125-0291,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,06,2021,06-2021,9617973026
57,Meada Anchor - 0275,4635125-0275,,Linha,,20.0,3.9,2.0,40.0,78.0,,,,,,,,06,2021,06-2021,9368620050
58,Meada Anchor - 0386,4635125-0386,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,06,2021,06-2021,7374084674
59,Meada Anchor - 0300,4635125-0300,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,06,2021,06-2021,9937429753
60,Meada Anchor - 0301,7100119,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,06,2021,06-2021,5909279759
61,Meada Anchor - 0302,4635125-0302,,Linha,,10.0,3.9,2.0,20.0,39.0,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,7686208579
62,Meada Anchor - 0303,4635125-0303,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,06,2021,06-2021,9507983049
63,Meada Anchor - 0304,4635125-0304,,Linha,,7.0,3.9,2.0,14.0,27.3,1.0,0.27,3.63,3.63,0.0,,,06,2021,06-2021,7389793321
64,Meada Anchor - 0323,4635125-0323,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,5291796805
65,Meada Anchor - 0324,4635125-0324,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,06,2021,06-2021,1843353247
66,Meada Anchor - 0326,4635125-0326,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,06,2021,06-2021,4367087424
67,Meada Anchor - 0328,4635125-0328,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,5333620340
68,Meada Anchor - 0329,4635125-0329,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,5036685373
69,Meada Anchor - 0330,4635125-0330,,Linha,,25.0,3.9,1.85,46.25,97.5,,,,,,,,06,2021,06-2021,198120922
70,Meada Anchor - 0332,4635125-0332,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,06,2021,06-2021,8401327838
71,Meada Anchor - 0333,4635125-0333,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,4132330186
72,Meada Anchor - 0334,4635125-0334,,Linha,,20.0,3.9,2.0,40.0,78.0,,,,,,,,06,2021,06-2021,8588086382
73,Meada Anchor - 0335,4635125-0335,,Linha,,5.0,3.9,2.0,10.0,19.5,1.0,0.27,3.63,3.63,0.0,,,06,2021,06-2021,5479317963
74,Meada Anchor - 0311,4635125-0311,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,677444337
75,Meada Anchor - 0313,4635125-0313,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,8828307149
76,Meada Anchor - 0314,4635125-0314,,Linha,,17.0,3.9,2.0,34.0,66.3,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,8320549161
77,Meada Anchor - 0316,4635125-0316,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,06,2021,06-2021,6655835500
78,Meada Anchor - 0925,4635125-0925,,Linha,,3.0,3.9,2.0,6.0,11.7,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,5342728177
79,Meada Anchor - 0305,4635125-0305,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,06,2021,06-2021,6344976700
80,Meada Anchor - 0306,4635125-0306,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,06,2021,06-2021,819081588
81,Meada Anchor - 0307,4635125-0307,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,06,2021,06-2021,3578531041
82,Meada Anchor - 0308,4635125-0308,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,06,2021,06-2021,1960136347
83,Meada Anchor - 0309,4635125-0309,,Linha,,3.0,3.9,2.0,6.0,11.7,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,7322873823
84,Meada Anchor - 0310,4635125-0310,,Linha,,4.0,3.9,2.0,8.0,15.6,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,2374978737
85,Meada Anchor - 0891,4635125-0891,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,06,2021,06-2021,1178361180
86,Meada Anchor - 0890,4635125-0890,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,06,2021,06-2021,1153126062
87,Meada Anchor - 0901,4635125-0901,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,06,2021,06-2021,6483588697
88,Meada Anchor - 0361,4635125-0361,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,3407489720
89,Meada Anchor - 0362,4635125-0362,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,06,2021,06-2021,8124602830
90,Meada Anchor - 0363,4635125-0363,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,1117333104
91,Meada Anchor - 0365,4635125-0365,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,06,2021,06-2021,3455417992
92,Meada Anchor - 1045,4635125-1045,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,06,2021,06-2021,506102007
93,Meada Anchor - 1046,4635125-1046,,Linha,,30.0,3.9,2.0,60.0,117.0,,,,,,,,06,2021,06-2021,899738585
94,Meada Anchor - 1002,4635125-1002,,Linha,,4.0,3.9,2.0,8.0,15.6,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,6457249558
95,Meada Anchor - 1001,4635125-1001,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,3701665328
96,Meada Anchor - 1003,4635125-1003,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,9415879474
97,Meada Anchor - 1004,4635125-1004,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,4763054617
98,Meada Anchor - 0372,4635125-0372,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,3166400057
99,Meada Anchor - 0373,4635125-0373,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,1787529213
100,Meada Anchor - 0374,4635125-0374,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,5567630601
101,Meada Anchor - 0375,4635125-0375,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,5512522591
102,Meada Anchor - 0944,4635125-0944,,Linha,,18.0,3.9,2.0,36.0,70.2,,,,,,,,06,2021,06-2021,1395497317
103,Meada Anchor - 0366,4635125-0366,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,06,2021,06-2021,1063027017
104,Meada Anchor - 0367,4635125-0367,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,06,2021,06-2021,3384556803
105,Meada Anchor - 0368,4635125-0368,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,4029086913
106,Meada Anchor - 0369,4635125-0369,,Linha,,5.0,3.9,2.0,10.0,19.5,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,3454155559
107,Meada Anchor - 0370,4635125-0370,,Linha,,3.0,3.9,2.0,6.0,11.7,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,9271632424
108,Meada anchor - 0371,4635125-0371,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,770039437
109,Meada Anchor - 0358,4635125-0358,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,2079462814
110,Meada Anchor - 0359,4635125-0359,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,06,2021,06-2021,6140712587
111,Meada Anchor - 0360,4635125-0360,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,6298912633
112,Novelo Anchor - 00046,4592108-00046,,Linha,,4.0,10.5,7.0,28.0,42.0,,,,,,,,06,2021,06-2021,1748899361
113,Novelo Anchor - 00291,4592108-00291,,Linha,,6.0,10.5,7.0,42.0,63.0,1.0,0.0,9.5,9.5,0.0,,,06,2021,06-2021,419625557
114,Novelo Anchor - 00255,4592108-00255,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,06,2021,06-2021,5954192467
115,Novelo Anchor - 00307,4592108-00307,,Linha,,5.0,10.5,7.0,35.0,52.5,,,,,,,,06,2021,06-2021,6384968955
116,Novelo Anchor - 00304,4592108-00304,,Linha,,6.0,10.5,7.0,42.0,63.0,,,,,,,,06,2021,06-2021,1688285467
117,Novelo Anchor - 00134,4592108-00134,,Linha,,7.0,10.5,7.0,49.0,73.5,,,,,,,,06,2021,06-2021,1867019969
118,Novelo Anchor - 00001BRANCO,4592108-00001,,Linha,,0.0,10.5,7.0,0.0,0.0,,,,,,,,06,2021,06-2021,8709579831
119,Novelo Anchor - 00403,4592108-00403,,Linha,,10.0,10.5,7.0,70.0,105.0,,,,,,,,06,2021,06-2021,8811964337
120,Novelo Anchor - 00188,4592108-00188,,Linha,,1.0,10.5,7.0,7.0,10.5,,,,,,,,06,2021,06-2021,9213651146
121,Novelo Anchor - 00130,4592108-00130,,Linha,,7.0,10.5,7.0,49.0,73.5,,,,,,,,06,2021,06-2021,5792349115
122,Novelo Anchor - 00357,4592108-00357,,Linha,,10.0,10.5,7.0,70.0,105.0,,,,,,,,06,2021,06-2021,4929030372
123,Novelo Anchor - 01217,4592108-01217,,Linha,,8.0,10.5,7.0,56.0,84.0,,,,,,,,06,2021,06-2021,9741911989
124,Novelo Anchor - 00368,4592108-00368,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,06,2021,06-2021,3025758369
125,Novelo Anchor - 00376,4592108-00376,,Linha,,1.0,10.5,7.0,7.0,10.5,,,,,,,,06,2021,06-2021,3751345541
126,Novelo Anchor - 01202,4592108-01202,,Linha,,4.0,10.5,7.0,28.0,42.0,,,,,,,,06,2021,06-2021,5519543814
127,Novelo Anchor - 00101,4592108-00101,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,06,2021,06-2021,3692766239
128,Meada Anchor - 0380,4635125-0380,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,3474968395
129,Meada Anchor - 0381,4635125-0381,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,06,2021,06-2021,621021642
130,Meada Anchor - 0382,4635125-0382,,Linha,,29.0,3.9,2.0,58.0,113.1,,,,,,,,06,2021,06-2021,1757908626
131,Meada Anchor - 0276,4635125-0276,,Linha,,21.0,3.9,2.0,42.0,81.9,,,,,,,,06,2021,06-2021,5489980695
132,Meada Anchor - 1082,4635125-1082,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,06,2021,06-2021,1564993357
133,Meada Anchor - 1084,4635125-1084,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,06,2021,06-2021,1153392213
134,Meada Anchor - 1086,4635125-1086,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,06,2021,06-2021,6424859203
135,Meada Anchor - 1088,4635125-1088,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,06,2021,06-2021,5747868291
136,Meada Anchor - 1009,4635125-1009,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,9942302410
137,Meada Anchor - 0881,4635125-0881,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,06,2021,06-2021,1490395564
138,Meada Anchor - 0376,4635125-0376,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,06,2021,06-2021,3758107549
139,Meada Anchor - 0378,4635125-0378,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,06,2021,06-2021,650262409
140,Meada Anchor - 0379,4635125-0379,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,9797433588
141,Meada Anchor - 0778,4635125-0778,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,06,2021,06-2021,4737608793
142,Meada Anchor - 1008,4635125-1008,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,06,2021,06-2021,2731877128
143,Meada Anchor - 0914,4635125-0914,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,4320109835
144,Meada Anchor - 1007,4635125-1007,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,06,2021,06-2021,1824297682
145,Meada Anchor - 0936,4635125-0936,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,2014608679
146,Meada Anchor - 0882,4635125-0882,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,06,2021,06-2021,5421580474
147,Meada Anchor - 0883,4635125-0883,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,8991639498
148,Meada Anchor - 0884,4635125-0884,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,3303909071
149,Meada Anchor - 0347,4635125-0347,,Linha,,13.0,3.9,2.0,26.0,50.7,,,,,,,,06,2021,06-2021,2087545232
150,Meada Anchor - 0349,4635125-0349,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,4773551524
151,Meada Anchor - 0355,4635125-0355,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,6703618742
152,Meada Anchor - 0357,4635125-0357,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,6558883557
153,Meada Anchor - 1010,4635125-1010,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,06,2021,06-2021,9745138634
154,Meada Anchor - 1047,4635125-1047,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,06,2021,06-2021,9310700513
155,Meada Anchor - 1048,4635125-1048,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,9399919084
156,Meada Anchor - 1049,4635125-1049,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,06,2021,06-2021,6875566717
157,Meada Anchor - 0351,4635125-0351,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,06,2021,06-2021,7143669663
158,Meada Anchor - 0352,4635125-0352,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,06,2021,06-2021,2973094656
159,Meada Anchor - 1011,4635125-1011,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,5281305856
160,Meada Anchor - 1012,4635125-1012,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,2995316693
161,Meada Anchor - 0868,4635125-0868,,Linha,,14.0,3.9,2.0,28.0,54.6,,,,,,,,06,2021,06-2021,3442148296
162,Meada Anchor - 9575,4635125-9575,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,3040719851
163,Meada Anchor - 1013,4635125-1013,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,685279303
164,Meada Anchor - 1014,4635125-1014,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,06,2021,06-2021,8404937122
165,Meada Anchor - 0336,4635125-0336,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,06,2021,06-2021,7113756681
166,Meada Anchor - 0337,4635125-0337,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,06,2021,06-2021,7669095843
167,Meada Anchor - 0338,4635125-0338,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,06,2021,06-2021,9744744021
168,Meada Anchor - 5975,4635125-5975,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,06,2021,06-2021,5116753235
169,Meada Anchor - 0340,4635125-0340,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,06,2021,06-2021,1517537578
170,Meada Anchor - 0341,4635125-0341,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,06,2021,06-2021,2746100517
171,Meada Anchor - 0006,124054,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,06,2021,06-2021,8986787023
172,Meada Anchor - 0008,124055,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,06,2021,06-2021,2361354042
173,Meada Anchor - 0009,4635125-0009,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,9349349473
174,Meada Anchor - 0010,124056,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,06,2021,06-2021,4350816857
175,Meada Anchor - 0011,124057,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,4520448180
176,Meada Anchor - 0013,4635125-0013,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,9709380587
177,Meada Anchor - 1020,4635125-1020,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,9290572243
178,Meada Anchor - 1021,4635125-1021,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,06,2021,06-2021,6630003357
179,Meada Anchor - 1022,4635125-1022,,Linha,,12.0,3.9,1.85,22.2,46.8,,,,,,,,06,2021,06-2021,9637347018
180,Meada Anchor - 1023,4635125-1023,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,06,2021,06-2021,1913617307
181,Meada Anchor - 1024,4635125-1024,,Linha,,15.0,3.9,2.0,30.0,58.5,,,,,,,,06,2021,06-2021,7917536092
182,Meada Anchor - 1025,4635125-1025,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,06,2021,06-2021,291388692
183,Meada Anchor - 1015,4635125-1015,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,06,2021,06-2021,998834707
184,Meada Anchor - 0023,4635125-0023,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,06,2021,06-2021,1005893101
185,Meada Anchor - 0024,4635125-0024,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,1095038484
186,Meada Anchor - 0025,4635125-0025,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,06,2021,06-2021,9638226474
187,Meada Anchor - 0026,4635125-0026,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,06,2021,06-2021,7823806567
188,Meada Anchor - 0027,4635125-0027,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,06,2021,06-2021,9304466927
189,Meada Anchor - 0028,4635125-0028,,Linha,,7.0,3.9,2.0,14.0,27.3,1.0,0.0,3.9,3.9,0.0,,,06,2021,06-2021,4780333312
190,Meada Anchor - 0029,4635125-0029,,Linha,,5.0,3.9,2.0,10.0,19.5,2.0,0.0,7.8,7.8,0.0,,,06,2021,06-2021,5009913611
191,Meada Anchor - 1006,4635125-1006,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,1208778926
192,Meada Anchor - 1005,4635125-1005,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,06,2021,06-2021,3873590350
193,Meada Anchor - 0031,4635125-0031,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,06,2021,06-2021,2042811996
