,Descrição,Código,Fornecedor,Categoria,Unidade,Estoque Atual,Preço de Venda,Custo Unitário,Custo Total,Preço Total,Quant.Vendas,Descontos,Valor Pago,Total Vendas,Comissão,NCM,CEST,Mês,Ano,Mês/Ano,insertion_id
14,Linha Rayza - Verde Musgo,98009,,Linha,,0.0,12.5,8.5,0.0,0.0,2.0,0.0,20.0,20.0,0.0,,,05,2021,05-2021,2490243200
15,Linha Rayza - Azul Claro,98011,,Linha,,0.0,12.5,8.5,0.0,0.0,1.0,0.0,10.0,10.0,0.0,,,05,2021,05-2021,3127950207
16,Linha Rayza - Vinho,98013,,Linha,,6.0,12.5,8.5,51.0,75.0,1.0,0.0,10.0,10.0,0.0,,,05,2021,05-2021,392331996
17,Linha Rayza - Esmeralda,98014,,Linha,,0.0,12.5,8.5,0.0,0.0,,,,,,,,05,2021,05-2021,3816519399
18,Linha Rayza - Verde Água,98015,,Linha,,8.0,12.5,8.5,68.0,100.0,,,,,,,,05,2021,05-2021,3287278144
19,Linha Rayza - Rosa BB,98017,,Linha,,15.0,12.5,8.5,127.5,187.5,,,,,,,,05,2021,05-2021,5416428803
20,Linha Rayza - Manteiga,98020,,Linha,,16.0,12.5,8.5,136.0,200.0,2.0,0.0,20.0,20.0,0.0,,,05,2021,05-2021,8122084281
21,Linha Rayza - Azul Turquesa,98022,,Linha,,8.0,12.5,8.5,68.0,100.0,,,,,,,,05,2021,05-2021,5045319628
22,Linha Rayza - Violeta,98024,,Linha,,0.0,12.5,8.5,0.0,0.0,1.0,0.0,10.0,10.0,0.0,,,05,2021,05-2021,944047993
23,Linha Rayza - Pink,98025,,Linha,,12.0,12.5,8.5,102.0,150.0,,,,,,,,05,2021,05-2021,4795169518
24,Linha Rayza - Amarelo Ouro,98026,,Linha,,0.0,12.5,8.5,0.0,0.0,2.0,0.0,20.0,20.0,0.0,,,05,2021,05-2021,8113108711
25,Linha Rayza - Azul Royal,98028,,Linha,,0.0,12.5,8.5,0.0,0.0,,,,,,,,05,2021,05-2021,8059391019
26,Linha Rayza - Ramy,98029,,Linha,,12.0,12.0,8.5,102.0,144.0,,,,,,,,05,2021,05-2021,8237636273
27,Linha Rayza - Verde Jade,98031,,Linha,,3.0,12.5,8.5,25.5,37.5,1.0,0.0,10.0,10.0,0.0,,,05,2021,05-2021,2880480759
28,Linha Rayza - Framboesa,98034,,Linha,,9.0,12.5,8.5,76.5,112.5,,,,,,,,05,2021,05-2021,5014911029
29,Linha Rayza - Verde Java,98035,,Linha,,19.0,12.5,8.5,161.5,237.5,,,,,,,,05,2021,05-2021,3642285109
30,Linha Rayza - Cardeal,98037,,Linha,,9.0,12.5,8.5,76.5,112.5,,,,,,,,05,2021,05-2021,219071898
31,Linha Rayza - Azul Bahamas,98039,,Linha,,3.0,12.5,8.5,25.5,37.5,,,,,,,,05,2021,05-2021,7644066881
32,Linha Rayza - Pistache,98042,,Linha,,14.0,12.5,8.5,119.0,175.0,,,,,,,,05,2021,05-2021,6956170572
33,Linha Rayza - Cereja,98045,,Linha,,2.0,12.5,8.5,17.0,25.0,,,,,,,,05,2021,05-2021,1016060889
34,Linha Rayza - Abóbora,98048,,Linha,,6.0,12.5,8.5,51.0,75.0,1.0,0.0,10.0,10.0,0.0,,,05,2021,05-2021,2585742487
35,Linha Rayza - Vermelho Passion,98056,,Linha,,0.0,12.5,8.5,0.0,0.0,,,,,,,,05,2021,05-2021,3761511806
36,Linha Rayza - Maravilha,98071,,Linha,,7.0,12.5,8.5,59.5,87.5,,,,,,,,05,2021,05-2021,1435631470
37,Linha Rayza - Roxo,98072,,Linha,,7.0,12.5,8.5,59.5,87.5,1.0,0.0,10.0,10.0,0.0,,,05,2021,05-2021,9138054080
38,Linha Rayza - Rosa Boreal,98075,,Linha,,1.0,12.5,8.5,8.5,12.5,,,,,,,,05,2021,05-2021,8587077936
39,Linha Rayza - Canário,98083,,Linha,,3.0,12.5,8.5,25.5,37.5,2.0,0.0,20.0,20.0,0.0,,,05,2021,05-2021,9318882844
40,Linha Rayza - Ouro Velho,98084,,Linha,,0.0,12.5,8.5,0.0,0.0,1.0,0.0,10.0,10.0,0.0,,,05,2021,05-2021,4094713591
41,Linha Rayza - Verde Limão,98085,,Linha,,13.0,12.5,8.5,110.5,162.5,,,,,,,,05,2021,05-2021,5447546895
42,Linha Rayza - Telha,98086,,Linha,,15.0,12.5,8.5,127.5,187.5,,,,,,,,05,2021,05-2021,7523518240
43,Linha Rayza - Verde Cítrico,98087,,Linha,,16.0,12.5,8.5,136.0,200.0,,,,,,,,05,2021,05-2021,4400091820
44,Linha Rayza - Cobalto,98089,,Linha,,11.0,12.5,8.5,93.5,137.5,,,,,,,,05,2021,05-2021,319429803
45,Linha Rayza - Marrom Claro,98090,,Linha,,14.0,12.5,8.5,119.0,175.0,,,,,,,,05,2021,05-2021,1559607282
46,Linha Rayza - z Mega Hair,98900,,Linha,,6.0,12.5,8.5,51.0,75.0,,,,,,,,05,2021,05-2021,6916868123
47,Linha Rayza - Verde Malvan,98036,,Linha,,3.0,12.5,8.5,25.5,37.5,,,,,,,,05,2021,05-2021,7373107936
48,Meada Anchor - 0292,4635125-0292,Coats Corrente Ltda,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,05,2021,05-2021,1977829985
49,Meada Anchor - 0293,4635125-0293,,Linha,,28.0,3.9,2.0,56.0,109.2,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,4888487403
50,Meada Anchor - 0295,4635125-0295,,Linha,,22.0,3.9,2.0,44.0,85.8,,,,,,,,05,2021,05-2021,6829854912
51,Meada Anchor - 0297,4635125-0297,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,05,2021,05-2021,333561247
52,Meada Anchor - 0298,4635125-0298,,Linha,,8.0,3.9,1.85,14.8,31.2,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,575679843
53,Meada Anchor - 0288,4635125-0288,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,05,2021,05-2021,5277775833
54,Meada Anchor - 0289,4635125-0289,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,05,2021,05-2021,8308164561
55,Meada Anchor - 0290,4635125-0290,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,05,2021,05-2021,9616559452
56,Meada Anchor - 0291,4635125-0291,,Linha,,24.0,3.9,2.0,48.0,93.6,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,4761376572
57,Meada Anchor - 0275,4635125-0275,,Linha,,20.0,3.9,2.0,40.0,78.0,3.0,0.0,11.7,11.7,0.0,,,05,2021,05-2021,8438410256
58,Meada Anchor - 0386,4635125-0386,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,05,2021,05-2021,1179792206
59,Meada Anchor - 0300,4635125-0300,,Linha,,0.0,3.9,2.0,0.0,0.0,5.0,0.0,19.5,19.5,0.0,,,05,2021,05-2021,5171320661
60,Meada Anchor - 0301,7100119,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,05,2021,05-2021,6777698195
61,Meada Anchor - 0302,4635125-0302,,Linha,,10.0,3.9,2.0,20.0,39.0,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,4399216974
62,Meada Anchor - 0303,4635125-0303,,Linha,,4.0,3.9,2.0,8.0,15.6,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,1021688223
63,Meada Anchor - 0304,4635125-0304,,Linha,,7.0,3.9,2.0,14.0,27.3,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,6186577485
64,Meada Anchor - 0323,4635125-0323,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,284763737
65,Meada Anchor - 0324,4635125-0324,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,05,2021,05-2021,3430235410
66,Meada Anchor - 0326,4635125-0326,,Linha,,4.0,3.9,2.0,8.0,15.6,2.0,0.0,7.8,7.8,0.0,,,05,2021,05-2021,505899641
67,Meada Anchor - 0328,4635125-0328,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,05,2021,05-2021,4468366567
68,Meada Anchor - 0329,4635125-0329,,Linha,,1.0,3.9,2.0,2.0,3.9,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,9910130694
69,Meada Anchor - 0330,4635125-0330,,Linha,,25.0,3.9,1.85,46.25,97.5,,,,,,,,05,2021,05-2021,3833123629
70,Meada Anchor - 0332,4635125-0332,,Linha,,7.0,3.9,2.0,14.0,27.3,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,3044677097
71,Meada Anchor - 0333,4635125-0333,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,1891331646
72,Meada Anchor - 0334,4635125-0334,,Linha,,20.0,3.9,2.0,40.0,78.0,,,,,,,,05,2021,05-2021,2182425124
73,Meada Anchor - 0335,4635125-0335,,Linha,,5.0,3.9,2.0,10.0,19.5,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,8292309197
74,Meada Anchor - 0311,4635125-0311,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,3149990039
75,Meada Anchor - 0313,4635125-0313,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,8971413290
76,Meada Anchor - 0314,4635125-0314,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,05,2021,05-2021,5753496819
77,Meada Anchor - 0316,4635125-0316,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,05,2021,05-2021,4499507020
78,Meada Anchor - 0925,4635125-0925,,Linha,,3.0,3.9,2.0,6.0,11.7,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,73572826
79,Meada Anchor - 0305,4635125-0305,,Linha,,8.0,3.9,2.0,16.0,31.2,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,9670330764
80,Meada Anchor - 0306,4635125-0306,,Linha,,3.0,3.9,2.0,6.0,11.7,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,9244260283
81,Meada Anchor - 0307,4635125-0307,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,05,2021,05-2021,5162269889
82,Meada Anchor - 0308,4635125-0308,,Linha,,2.0,3.9,2.0,4.0,7.8,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,2610117523
83,Meada Anchor - 0309,4635125-0309,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,05,2021,05-2021,5846249749
84,Meada Anchor - 0310,4635125-0310,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,05,2021,05-2021,6884623776
85,Meada Anchor - 0891,4635125-0891,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,05,2021,05-2021,6746179643
86,Meada Anchor - 0890,4635125-0890,,Linha,,0.0,3.9,2.0,0.0,0.0,9.0,0.0,35.1,35.1,0.0,,,05,2021,05-2021,8295396228
87,Meada Anchor - 0901,4635125-0901,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,05,2021,05-2021,3615049555
88,Meada Anchor - 0361,4635125-0361,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,4228235350
89,Meada Anchor - 0362,4635125-0362,,Linha,,2.0,3.9,2.0,4.0,7.8,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,1886553558
90,Meada Anchor - 0363,4635125-0363,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,05,2021,05-2021,2148108382
91,Meada Anchor - 0365,4635125-0365,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,05,2021,05-2021,4771545733
92,Meada Anchor - 1045,4635125-1045,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,05,2021,05-2021,3688781777
93,Meada Anchor - 1046,4635125-1046,,Linha,,30.0,3.9,2.0,60.0,117.0,2.0,0.0,7.8,7.8,0.0,,,05,2021,05-2021,8626255460
94,Meada Anchor - 1002,4635125-1002,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,05,2021,05-2021,8176013063
95,Meada Anchor - 1001,4635125-1001,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,1825281044
96,Meada Anchor - 1003,4635125-1003,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,05,2021,05-2021,4809837464
97,Meada Anchor - 1004,4635125-1004,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,8941387791
98,Meada Anchor - 0372,4635125-0372,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,311090393
99,Meada Anchor - 0373,4635125-0373,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,3860274803
100,Meada Anchor - 0374,4635125-0374,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,7621709876
101,Meada Anchor - 0375,4635125-0375,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,4012793917
102,Meada Anchor - 0944,4635125-0944,,Linha,,18.0,3.9,2.0,36.0,70.2,,,,,,,,05,2021,05-2021,1108140613
103,Meada Anchor - 0366,4635125-0366,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,05,2021,05-2021,8119788896
104,Meada Anchor - 0367,4635125-0367,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,05,2021,05-2021,5513135297
105,Meada Anchor - 0368,4635125-0368,,Linha,,1.0,3.9,2.0,2.0,3.9,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,8222398782
106,Meada Anchor - 0369,4635125-0369,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,3464107500
107,Meada Anchor - 0370,4635125-0370,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,05,2021,05-2021,4326862590
108,Meada anchor - 0371,4635125-0371,,Linha,,5.0,3.9,2.0,10.0,19.5,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,6152730915
109,Meada Anchor - 0358,4635125-0358,,Linha,,5.0,3.9,2.0,10.0,19.5,1.0,0.03,3.87,3.87,0.0,,,05,2021,05-2021,4576242476
110,Meada Anchor - 0359,4635125-0359,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,05,2021,05-2021,3189787901
111,Meada Anchor - 0360,4635125-0360,,Linha,,6.0,3.9,2.0,12.0,23.4,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,6766302169
112,Novelo Anchor - 00046,4592108-00046,,Linha,,4.0,10.5,7.0,28.0,42.0,,,,,,,,05,2021,05-2021,6194130091
113,Novelo Anchor - 00291,4592108-00291,,Linha,,6.0,10.5,7.0,42.0,63.0,,,,,,,,05,2021,05-2021,4030676810
114,Novelo Anchor - 00255,4592108-00255,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,05,2021,05-2021,464463898
115,Novelo Anchor - 00307,4592108-00307,,Linha,,5.0,10.5,7.0,35.0,52.5,,,,,,,,05,2021,05-2021,3439434070
116,Novelo Anchor - 00304,4592108-00304,,Linha,,6.0,10.5,7.0,42.0,63.0,,,,,,,,05,2021,05-2021,2266654497
117,Novelo Anchor - 00134,4592108-00134,,Linha,,7.0,10.5,7.0,49.0,73.5,,,,,,,,05,2021,05-2021,3318143381
118,Novelo Anchor - 00001BRANCO,4592108-00001,,Linha,,0.0,10.5,7.0,0.0,0.0,,,,,,,,05,2021,05-2021,7261635189
119,Novelo Anchor - 00403,4592108-00403,,Linha,,10.0,10.5,7.0,70.0,105.0,,,,,,,,05,2021,05-2021,6271952514
120,Novelo Anchor - 00188,4592108-00188,,Linha,,1.0,10.5,7.0,7.0,10.5,,,,,,,,05,2021,05-2021,7418147486
121,Novelo Anchor - 00130,4592108-00130,,Linha,,7.0,10.5,7.0,49.0,73.5,,,,,,,,05,2021,05-2021,1383959910
122,Novelo Anchor - 00357,4592108-00357,,Linha,,10.0,10.5,7.0,70.0,105.0,,,,,,,,05,2021,05-2021,7906647865
123,Novelo Anchor - 01217,4592108-01217,,Linha,,8.0,10.5,7.0,56.0,84.0,,,,,,,,05,2021,05-2021,2406686618
124,Novelo Anchor - 00368,4592108-00368,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,05,2021,05-2021,5123539012
125,Novelo Anchor - 00376,4592108-00376,,Linha,,1.0,10.5,7.0,7.0,10.5,,,,,,,,05,2021,05-2021,4003401042
126,Novelo Anchor - 01202,4592108-01202,,Linha,,4.0,10.5,7.0,28.0,42.0,,,,,,,,05,2021,05-2021,4093249730
127,Novelo Anchor - 00101,4592108-00101,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,05,2021,05-2021,1157939134
128,Meada Anchor - 0380,4635125-0380,,Linha,,12.0,3.9,2.0,24.0,46.8,2.0,0.03,7.77,7.77,0.0,,,05,2021,05-2021,9328604990
129,Meada Anchor - 0381,4635125-0381,,Linha,,7.0,3.9,2.0,14.0,27.3,3.0,0.03,11.67,11.67,0.0,,,05,2021,05-2021,5804999940
130,Meada Anchor - 0382,4635125-0382,,Linha,,29.0,3.9,2.0,58.0,113.1,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,7047787370
131,Meada Anchor - 0276,4635125-0276,,Linha,,21.0,3.9,2.0,42.0,81.9,,,,,,,,05,2021,05-2021,7805627972
132,Meada Anchor - 1082,4635125-1082,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,05,2021,05-2021,1536866912
133,Meada Anchor - 1084,4635125-1084,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,05,2021,05-2021,1340655332
134,Meada Anchor - 1086,4635125-1086,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,05,2021,05-2021,4558390725
135,Meada Anchor - 1088,4635125-1088,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,05,2021,05-2021,8081757821
136,Meada Anchor - 1009,4635125-1009,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,2050747885
137,Meada Anchor - 0881,4635125-0881,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,05,2021,05-2021,6070321943
138,Meada Anchor - 0376,4635125-0376,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,05,2021,05-2021,3964384229
139,Meada Anchor - 0378,4635125-0378,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,05,2021,05-2021,3647243057
140,Meada Anchor - 0379,4635125-0379,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,05,2021,05-2021,9378838893
141,Meada Anchor - 0778,4635125-0778,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,05,2021,05-2021,1838526536
142,Meada Anchor - 1008,4635125-1008,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,05,2021,05-2021,8607764639
143,Meada Anchor - 0914,4635125-0914,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,05,2021,05-2021,7537287501
144,Meada Anchor - 1007,4635125-1007,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,05,2021,05-2021,1753384626
145,Meada Anchor - 0936,4635125-0936,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,9604193187
146,Meada Anchor - 0882,4635125-0882,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,05,2021,05-2021,6330765057
147,Meada Anchor - 0883,4635125-0883,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,6388719931
148,Meada Anchor - 0884,4635125-0884,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,7308908031
149,Meada Anchor - 0347,4635125-0347,,Linha,,13.0,3.9,2.0,26.0,50.7,,,,,,,,05,2021,05-2021,1727240464
150,Meada Anchor - 0349,4635125-0349,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,208420683
151,Meada Anchor - 0355,4635125-0355,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,6614500117
152,Meada Anchor - 0357,4635125-0357,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,05,2021,05-2021,4394505326
153,Meada Anchor - 1010,4635125-1010,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,05,2021,05-2021,7379646263
154,Meada Anchor - 1047,4635125-1047,,Linha,,2.0,3.9,2.0,4.0,7.8,2.0,0.0,7.8,7.8,0.0,,,05,2021,05-2021,5991709530
155,Meada Anchor - 1048,4635125-1048,,Linha,,6.0,3.9,2.0,12.0,23.4,2.0,0.0,7.8,7.8,0.0,,,05,2021,05-2021,7738392101
156,Meada Anchor - 1049,4635125-1049,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,05,2021,05-2021,8058853683
157,Meada Anchor - 0351,4635125-0351,,Linha,,24.0,3.9,2.0,48.0,93.6,2.0,0.0,7.8,7.8,0.0,,,05,2021,05-2021,37705952
158,Meada Anchor - 0352,4635125-0352,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,05,2021,05-2021,2864364283
159,Meada Anchor - 1011,4635125-1011,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,05,2021,05-2021,8385620256
160,Meada Anchor - 1012,4635125-1012,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,4569377837
161,Meada Anchor - 0868,4635125-0868,,Linha,,14.0,3.9,2.0,28.0,54.6,,,,,,,,05,2021,05-2021,1078467362
162,Meada Anchor - 9575,4635125-9575,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,05,2021,05-2021,3066972948
163,Meada Anchor - 1013,4635125-1013,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,9242841761
164,Meada Anchor - 1014,4635125-1014,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,05,2021,05-2021,4110468672
165,Meada Anchor - 0336,4635125-0336,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,05,2021,05-2021,134588063
166,Meada Anchor - 0337,4635125-0337,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,05,2021,05-2021,4662431568
167,Meada Anchor - 0338,4635125-0338,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,05,2021,05-2021,1193483488
168,Meada Anchor - 5975,4635125-5975,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,05,2021,05-2021,4357891002
169,Meada Anchor - 0340,4635125-0340,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,05,2021,05-2021,2277123989
170,Meada Anchor - 0341,4635125-0341,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,05,2021,05-2021,9440884767
171,Meada Anchor - 0006,124054,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,05,2021,05-2021,6822264381
172,Meada Anchor - 0008,124055,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,05,2021,05-2021,8054007141
173,Meada Anchor - 0009,4635125-0009,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,1195269435
174,Meada Anchor - 0010,124056,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,05,2021,05-2021,3688703991
175,Meada Anchor - 0011,124057,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,05,2021,05-2021,9657288358
176,Meada Anchor - 0013,4635125-0013,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,673583405
177,Meada Anchor - 1020,4635125-1020,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,05,2021,05-2021,8554874485
178,Meada Anchor - 1021,4635125-1021,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,05,2021,05-2021,932198115
179,Meada Anchor - 1022,4635125-1022,,Linha,,12.0,3.9,1.85,22.2,46.8,,,,,,,,05,2021,05-2021,8563390209
180,Meada Anchor - 1023,4635125-1023,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,05,2021,05-2021,7704764641
181,Meada Anchor - 1024,4635125-1024,,Linha,,15.0,3.9,2.0,30.0,58.5,,,,,,,,05,2021,05-2021,3917419454
182,Meada Anchor - 1025,4635125-1025,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,05,2021,05-2021,7662086146
183,Meada Anchor - 1015,4635125-1015,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,05,2021,05-2021,6624226023
184,Meada Anchor - 0023,4635125-0023,,Linha,,10.0,3.9,2.0,20.0,39.0,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,6342805023
185,Meada Anchor - 0024,4635125-0024,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,05,2021,05-2021,1293468846
186,Meada Anchor - 0025,4635125-0025,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,05,2021,05-2021,2543834464
187,Meada Anchor - 0026,4635125-0026,,Linha,,5.0,3.9,2.0,10.0,19.5,1.0,0.0,3.9,3.9,0.0,,,05,2021,05-2021,4512861359
188,Meada Anchor - 0027,4635125-0027,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,05,2021,05-2021,3949894154
