,Descrição,Código,Fornecedor,Categoria,Unidade,Estoque Atual,Preço de Venda,Custo Unitário,Custo Total,Preço Total,Quant.Vendas,Descontos,Valor Pago,Total Vendas,Comissão,NCM,CEST,Mês,Ano,Mês/Ano,insertion_id
31,Linha Rayza - Azul Bahamas,98039,,Linha,,5.0,10.0,6.5,32.5,50.0,,,,,,,,03,2021,03-2021,5844702885
32,Linha Rayza - Pistache,98042,,Linha,,14.0,10.0,6.5,91.0,140.0,,,,,,,,03,2021,03-2021,3867803365
33,Linha Rayza - Cereja,98045,,Linha,,2.0,10.0,6.5,13.0,20.0,,,,,,,,03,2021,03-2021,946950668
34,Linha Rayza - Abóbora,98048,,Linha,,7.0,10.0,6.5,45.5,70.0,,,,,,,,03,2021,03-2021,7432451584
35,Linha Rayza - Vermelho Passion,98056,,Linha,,0.0,9.5,5.5,0.0,0.0,,,,,,,,03,2021,03-2021,71455313
36,Linha Rayza - Maravilha,98071,,Linha,,7.0,10.0,6.5,45.5,70.0,,,,,,,,03,2021,03-2021,17389633
37,Linha Rayza - Roxo,98072,,Linha,,7.0,10.0,6.5,45.5,70.0,,,,,,,,03,2021,03-2021,7437395853
38,Linha Rayza - Rosa Boreal,98075,,Linha,,1.0,10.0,6.5,6.5,10.0,,,,,,,,03,2021,03-2021,632907536
39,Linha Rayza - Canário,98083,,Linha,,4.0,10.0,6.5,26.0,40.0,3.0,0.58,29.42,29.42,0.0,,,03,2021,03-2021,7488566538
40,Linha Rayza - Ouro Velho,98084,,Linha,,-1.0,10.0,6.5,-6.5,-10.0,8.0,0.58,79.42,79.42,0.0,,,03,2021,03-2021,9682360146
41,Linha Rayza - Verde Limão,98085,,Linha,,13.0,10.0,6.5,84.5,130.0,,,,,,,,03,2021,03-2021,8632403764
42,Linha Rayza - Telha,98086,,Linha,,16.0,10.0,6.5,104.0,160.0,,,,,,,,03,2021,03-2021,5399874923
43,Linha Rayza - Verde Cítrico,98087,,Linha,,16.0,10.0,6.5,104.0,160.0,,,,,,,,03,2021,03-2021,4430395885
44,Linha Rayza - Cobalto,98089,,Linha,,11.0,10.0,6.5,71.5,110.0,,,,,,,,03,2021,03-2021,873484079
45,Linha Rayza - Marrom Claro,98090,,Linha,,14.0,10.0,6.5,91.0,140.0,,,,,,,,03,2021,03-2021,4737180041
46,Linha Rayza - z Mega Hair,98900,,Linha,,6.0,10.0,6.5,39.0,60.0,,,,,,,,03,2021,03-2021,3952374022
47,Linha Rayza - Verde Malvan,98036,,Linha,,3.0,10.0,6.5,19.5,30.0,,,,,,,,03,2021,03-2021,1666803174
48,Meada Anchor - 0292,4635125-0292,Coats Corrente Ltda,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,03,2021,03-2021,3665513868
49,Meada Anchor - 0293,4635125-0293,,Linha,,28.0,3.9,2.0,56.0,109.2,,,,,,,,03,2021,03-2021,3868606520
50,Meada Anchor - 0295,4635125-0295,,Linha,,22.0,3.9,2.0,44.0,85.8,,,,,,,,03,2021,03-2021,8685573842
51,Meada Anchor - 0297,4635125-0297,,Linha,,1.0,3.9,2.0,2.0,3.9,1.0,0.0,3.5,3.5,0.0,,,03,2021,03-2021,9201738618
52,Meada Anchor - 0298,4635125-0298,,Linha,,11.0,3.9,1.85,20.35,42.9,,,,,,,,03,2021,03-2021,5259795707
53,Meada Anchor - 0288,4635125-0288,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,03,2021,03-2021,8418568433
54,Meada Anchor - 0289,4635125-0289,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,03,2021,03-2021,7868576538
55,Meada Anchor - 0290,4635125-0290,,Linha,,25.0,3.9,2.0,50.0,97.5,2.0,0.0,7.8,7.8,0.0,,,03,2021,03-2021,2494606553
56,Meada Anchor - 0291,4635125-0291,,Linha,,0.0,3.9,1.85,0.0,0.0,,,,,,,,03,2021,03-2021,2397044019
57,Meada Anchor - 0275,4635125-0275,,Linha,,20.0,3.9,2.0,40.0,78.0,,,,,,,,03,2021,03-2021,4541068507
58,Meada Anchor - 0386,4635125-0386,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,03,2021,03-2021,8949282656
59,Meada Anchor - 0300,4635125-0300,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,03,2021,03-2021,2851291045
60,Meada Anchor - 0301,7100119,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,03,2021,03-2021,1429032417
61,Meada Anchor - 0302,4635125-0302,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,03,2021,03-2021,7083128505
62,Meada Anchor - 0303,4635125-0303,,Linha,,4.0,3.9,2.0,8.0,15.6,1.0,0.0,3.5,3.5,0.0,,,03,2021,03-2021,4044105072
63,Meada Anchor - 0304,4635125-0304,,Linha,,8.0,3.9,2.0,16.0,31.2,2.0,0.0,7.8,7.8,0.0,,,03,2021,03-2021,6290265774
64,Meada Anchor - 0323,4635125-0323,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,9729225013
65,Meada Anchor - 0324,4635125-0324,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,03,2021,03-2021,2443654071
66,Meada Anchor - 0326,4635125-0326,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,03,2021,03-2021,6499196288
67,Meada Anchor - 0328,4635125-0328,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,03,2021,03-2021,9697536819
68,Meada Anchor - 0329,4635125-0329,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,03,2021,03-2021,342727119
69,Meada Anchor - 0330,4635125-0330,,Linha,,25.0,3.9,1.85,46.25,97.5,,,,,,,,03,2021,03-2021,7671502427
70,Meada Anchor - 0332,4635125-0332,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,6980624653
71,Meada Anchor - 0333,4635125-0333,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,5430742865
72,Meada Anchor - 0334,4635125-0334,,Linha,,20.0,3.9,2.0,40.0,78.0,2.0,0.0,7.8,7.8,0.0,,,03,2021,03-2021,9669325519
73,Meada Anchor - 0335,4635125-0335,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,5534362443
74,Meada Anchor - 0311,4635125-0311,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,03,2021,03-2021,6738175258
75,Meada Anchor - 0313,4635125-0313,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,5682065406
76,Meada Anchor - 0314,4635125-0314,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,03,2021,03-2021,1952310663
77,Meada Anchor - 0316,4635125-0316,,Linha,,2.0,3.9,2.0,4.0,7.8,1.0,0.0,3.5,3.5,0.0,,,03,2021,03-2021,1184854597
78,Meada Anchor - 0925,4635125-0925,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,03,2021,03-2021,5538247303
79,Meada Anchor - 0305,4635125-0305,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,1678940123
80,Meada Anchor - 0306,4635125-0306,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,03,2021,03-2021,7378164895
81,Meada Anchor - 0307,4635125-0307,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,03,2021,03-2021,495523669
82,Meada Anchor - 0308,4635125-0308,,Linha,,2.0,3.9,2.0,4.0,7.8,1.0,0.16,3.34,3.34,0.0,,,03,2021,03-2021,4402663436
83,Meada Anchor - 0309,4635125-0309,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,03,2021,03-2021,3031029394
84,Meada Anchor - 0310,4635125-0310,,Linha,,4.0,3.9,2.0,8.0,15.6,1.0,0.16,3.34,3.34,0.0,,,03,2021,03-2021,493819779
85,Meada Anchor - 0891,4635125-0891,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,03,2021,03-2021,8752117504
86,Meada Anchor - 0890,4635125-0890,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,03,2021,03-2021,6958974753
87,Meada Anchor - 0901,4635125-0901,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,7316761226
88,Meada Anchor - 0361,4635125-0361,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,03,2021,03-2021,2894786799
89,Meada Anchor - 0362,4635125-0362,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,03,2021,03-2021,8967489483
90,Meada Anchor - 0363,4635125-0363,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,03,2021,03-2021,4689869278
91,Meada Anchor - 0365,4635125-0365,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,1819588618
92,Meada Anchor - 1045,4635125-1045,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,03,2021,03-2021,6980968100
93,Meada Anchor - 1046,4635125-1046,,Linha,,30.0,3.9,2.0,60.0,117.0,,,,,,,,03,2021,03-2021,7677758084
94,Meada Anchor - 1002,4635125-1002,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,03,2021,03-2021,6944100985
95,Meada Anchor - 1001,4635125-1001,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,3945598448
96,Meada Anchor - 1003,4635125-1003,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,5285068260
97,Meada Anchor - 1004,4635125-1004,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,2970488764
98,Meada Anchor - 0372,4635125-0372,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,7023246616
99,Meada Anchor - 0373,4635125-0373,,Linha,,0.0,3.9,1.85,0.0,0.0,,,,,,,,03,2021,03-2021,3618344677
100,Meada Anchor - 0374,4635125-0374,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,03,2021,03-2021,2867540459
101,Meada Anchor - 0375,4635125-0375,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,6597405384
102,Meada Anchor - 0944,4635125-0944,,Linha,,18.0,3.9,2.0,36.0,70.2,1.0,0.18,3.32,3.32,0.0,,,03,2021,03-2021,7901442564
103,Meada Anchor - 0366,4635125-0366,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,03,2021,03-2021,8295822167
104,Meada Anchor - 0367,4635125-0367,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,03,2021,03-2021,1181979168
105,Meada Anchor - 0368,4635125-0368,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,03,2021,03-2021,8254220791
106,Meada Anchor - 0369,4635125-0369,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,1483725785
107,Meada Anchor - 0370,4635125-0370,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,03,2021,03-2021,7527002515
108,Meada anchor - 0371,4635125-0371,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,1293384037
109,Meada Anchor - 0358,4635125-0358,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,1736713409
110,Meada Anchor - 0359,4635125-0359,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,03,2021,03-2021,5003077738
111,Meada Anchor - 0360,4635125-0360,,Linha,,6.0,3.9,2.0,12.0,23.4,1.0,0.0,3.5,3.5,0.0,,,03,2021,03-2021,6594679005
112,Novelo Anchor - 00046,4592108-00046,,Linha,,4.0,9.8,5.9,23.6,39.2,,,,,,,,03,2021,03-2021,3771995064
113,Novelo Anchor - 00291,4592108-00291,,Linha,,6.0,9.5,5.9,35.4,57.0,,,,,,,,03,2021,03-2021,6525476710
114,Novelo Anchor - 00255,4592108-00255,,Linha,,3.0,9.5,5.9,17.7,28.5,,,,,,,,03,2021,03-2021,9526919906
115,Novelo Anchor - 00307,4592108-00307,,Linha,,5.0,9.5,5.9,29.5,47.5,,,,,,,,03,2021,03-2021,5576613305
116,Novelo Anchor - 00304,4592108-00304,,Linha,,6.0,9.5,5.9,35.4,57.0,,,,,,,,03,2021,03-2021,276454459
117,Novelo Anchor - 00134,4592108-00134,,Linha,,7.0,9.8,5.9,41.3,68.6,,,,,,,,03,2021,03-2021,9480759195
118,Novelo Anchor - 00001BRANCO,4592108-00001,,Linha,,0.0,8.8,5.9,0.0,0.0,,,,,,,,03,2021,03-2021,36886019
119,Novelo Anchor - 00403,4592108-00403,,Linha,,0.0,9.5,5.9,0.0,0.0,,,,,,,,03,2021,03-2021,2350336306
120,Novelo Anchor - 00188,4592108-00188,,Linha,,1.0,9.5,5.9,5.9,9.5,,,,,,,,03,2021,03-2021,3323246696
121,Novelo Anchor - 00130,4592108-00130,,Linha,,7.0,8.8,5.9,41.3,61.6,,,,,,,,03,2021,03-2021,2604615856
122,Novelo Anchor - 00357,4592108-00357,,Linha,,0.0,9.5,5.9,0.0,0.0,,,,,,,,03,2021,03-2021,6260089133
123,Novelo Anchor - 01217,4592108-01217,,Linha,,8.0,9.5,5.9,47.2,76.0,,,,,,,,03,2021,03-2021,6910531845
124,Novelo Anchor - 00368,4592108-00368,,Linha,,3.0,9.5,5.9,17.7,28.5,,,,,,,,03,2021,03-2021,8794520567
125,Novelo Anchor - 00376,4592108-00376,,Linha,,1.0,9.5,5.9,5.9,9.5,,,,,,,,03,2021,03-2021,898914991
126,Novelo Anchor - 01202,4592108-01202,,Linha,,4.0,9.5,5.9,23.6,38.0,,,,,,,,03,2021,03-2021,915889260
127,Novelo Anchor - 00101,4592108-00101,,Linha,,3.0,9.5,5.9,17.7,28.5,,,,,,,,03,2021,03-2021,983309101
128,Meada Anchor - 0380,4635125-0380,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,03,2021,03-2021,5822600527
129,Meada Anchor - 0381,4635125-0381,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,3273861802
130,Meada Anchor - 0382,4635125-0382,,Linha,,29.0,3.9,2.0,58.0,113.1,,,,,,,,03,2021,03-2021,6932763505
131,Meada Anchor - 0276,4635125-0276,,Linha,,21.0,3.9,2.0,42.0,81.9,,,,,,,,03,2021,03-2021,3827284990
132,Meada Anchor - 1082,4635125-1082,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,03,2021,03-2021,4476293456
133,Meada Anchor - 1084,4635125-1084,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,03,2021,03-2021,1436757998
134,Meada Anchor - 1086,4635125-1086,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,03,2021,03-2021,8659833856
135,Meada Anchor - 1088,4635125-1088,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,03,2021,03-2021,8107192694
136,Meada Anchor - 1009,4635125-1009,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,1297554118
137,Meada Anchor - 0881,4635125-0881,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,03,2021,03-2021,2688770798
138,Meada Anchor - 0376,4635125-0376,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,03,2021,03-2021,1448828718
139,Meada Anchor - 0378,4635125-0378,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,03,2021,03-2021,9045291666
140,Meada Anchor - 0379,4635125-0379,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,03,2021,03-2021,6793005654
141,Meada Anchor - 0778,4635125-0778,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,03,2021,03-2021,2220392003
142,Meada Anchor - 1008,4635125-1008,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,03,2021,03-2021,3928412480
143,Meada Anchor - 0914,4635125-0914,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,1971483400
144,Meada Anchor - 1007,4635125-1007,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,03,2021,03-2021,3669467814
145,Meada Anchor - 0936,4635125-0936,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,2521522637
146,Meada Anchor - 0882,4635125-0882,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,03,2021,03-2021,6809726707
147,Meada Anchor - 0883,4635125-0883,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,9220188450
148,Meada Anchor - 0884,4635125-0884,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,03,2021,03-2021,7717896816
149,Meada Anchor - 0347,4635125-0347,,Linha,,13.0,3.9,2.0,26.0,50.7,,,,,,,,03,2021,03-2021,5366481778
150,Meada Anchor - 0349,4635125-0349,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,6997539199
151,Meada Anchor - 0355,4635125-0355,,Linha,,13.0,3.9,2.0,26.0,50.7,,,,,,,,03,2021,03-2021,8781807692
152,Meada Anchor - 0357,4635125-0357,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,03,2021,03-2021,4466602656
153,Meada Anchor - 1010,4635125-1010,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,5391687214
154,Meada Anchor - 1047,4635125-1047,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,03,2021,03-2021,4813572280
155,Meada Anchor - 1048,4635125-1048,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,1085203866
156,Meada Anchor - 1049,4635125-1049,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,03,2021,03-2021,3017340811
157,Meada Anchor - 0351,4635125-0351,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,03,2021,03-2021,9833055271
158,Meada Anchor - 0352,4635125-0352,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,03,2021,03-2021,9776660208
159,Meada Anchor - 1011,4635125-1011,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,5834633991
160,Meada Anchor - 1012,4635125-1012,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,5685743337
161,Meada Anchor - 0868,4635125-0868,,Linha,,14.0,3.9,2.0,28.0,54.6,,,,,,,,03,2021,03-2021,2941360020
162,Meada Anchor - 9575,4635125-9575,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,7269237111
163,Meada Anchor - 1013,4635125-1013,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,03,2021,03-2021,9530781891
164,Meada Anchor - 1014,4635125-1014,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,03,2021,03-2021,3453561225
165,Meada Anchor - 0336,4635125-0336,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,03,2021,03-2021,1973048807
166,Meada Anchor - 0337,4635125-0337,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,03,2021,03-2021,7604185154
167,Meada Anchor - 0338,4635125-0338,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,03,2021,03-2021,1968607909
168,Meada Anchor - 5975,4635125-5975,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,03,2021,03-2021,8876743047
169,Meada Anchor - 0340,4635125-0340,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,03,2021,03-2021,8160047638
170,Meada Anchor - 0341,4635125-0341,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,03,2021,03-2021,4745106981
171,Meada Anchor - 0006,124054,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,03,2021,03-2021,521794061
172,Meada Anchor - 0008,124055,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,9406346904
173,Meada Anchor - 0009,4635125-0009,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,03,2021,03-2021,9747717210
174,Meada Anchor - 0010,124056,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,03,2021,03-2021,3375677481
175,Meada Anchor - 0011,124057,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,4794982122
176,Meada Anchor - 0013,4635125-0013,,Linha,,0.0,3.9,1.85,0.0,0.0,1.0,0.0,3.5,3.5,0.0,,,03,2021,03-2021,3181681825
177,Meada Anchor - 1020,4635125-1020,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,3151779789
178,Meada Anchor - 1021,4635125-1021,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,03,2021,03-2021,1924224743
179,Meada Anchor - 1022,4635125-1022,,Linha,,12.0,3.9,1.85,22.2,46.8,,,,,,,,03,2021,03-2021,744480958
180,Meada Anchor - 1023,4635125-1023,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,03,2021,03-2021,8985879611
181,Meada Anchor - 1024,4635125-1024,,Linha,,15.0,3.9,2.0,30.0,58.5,,,,,,,,03,2021,03-2021,3581825676
182,Meada Anchor - 1025,4635125-1025,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,03,2021,03-2021,2620047582
183,Meada Anchor - 1015,4635125-1015,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,2496849703
184,Meada Anchor - 0023,4635125-0023,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,03,2021,03-2021,8533165960
185,Meada Anchor - 0024,4635125-0024,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,03,2021,03-2021,2531655591
186,Meada Anchor - 0025,4635125-0025,,Linha,,16.0,3.9,2.0,32.0,62.4,1.0,0.0,3.5,3.5,0.0,,,03,2021,03-2021,2651918907
187,Meada Anchor - 0026,4635125-0026,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,03,2021,03-2021,1135871425
188,Meada Anchor - 0027,4635125-0027,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,03,2021,03-2021,9409603880
189,Meada Anchor - 0028,4635125-0028,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,03,2021,03-2021,6425396268
190,Meada Anchor - 0029,4635125-0029,,Linha,,7.0,3.9,2.0,14.0,27.3,1.0,0.0,3.5,3.5,0.0,,,03,2021,03-2021,1968418506
191,Meada Anchor - 1006,4635125-1006,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,3487980686
192,Meada Anchor - 1005,4635125-1005,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,03,2021,03-2021,7870562293
