,Descrição,Código,Fornecedor,Categoria,Unidade,Estoque Atual,Preço de Venda,Custo Unitário,Custo Total,Preço Total,Quant.Vendas,Descontos,Valor Pago,Total Vendas,Comissão,NCM,CEST,Mês,Ano,Mês/Ano,insertion_id
51,Meada Anchor - 0297,4635125-0297,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,07,2021,07-2021,3181113572
52,Meada Anchor - 0298,4635125-0298,,Linha,,8.0,3.9,1.85,14.8,31.2,3.0,0.0,11.7,11.7,0.0,,,07,2021,07-2021,4309918934
53,Meada Anchor - 0288,4635125-0288,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,07,2021,07-2021,4083162550
54,Meada Anchor - 0289,4635125-0289,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,07,2021,07-2021,3179471831
55,Meada Anchor - 0290,4635125-0290,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,07,2021,07-2021,9284123556
56,Meada Anchor - 0291,4635125-0291,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,07,2021,07-2021,6029517407
57,Meada Anchor - 0275,4635125-0275,,Linha,,20.0,3.9,2.0,40.0,78.0,,,,,,,,07,2021,07-2021,8393922881
58,Meada Anchor - 0386,4635125-0386,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,07,2021,07-2021,5193751049
59,Meada Anchor - 0300,4635125-0300,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,07,2021,07-2021,6019546104
60,Meada Anchor - 0301,7100119,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,9474441087
61,Meada Anchor - 0302,4635125-0302,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,07,2021,07-2021,9718294351
62,Meada Anchor - 0303,4635125-0303,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,07,2021,07-2021,5711502634
63,Meada Anchor - 0304,4635125-0304,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,2432238566
64,Meada Anchor - 0323,4635125-0323,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,7725150318
65,Meada Anchor - 0324,4635125-0324,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,07,2021,07-2021,4623067126
66,Meada Anchor - 0326,4635125-0326,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,07,2021,07-2021,7396470961
67,Meada Anchor - 0328,4635125-0328,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,07,2021,07-2021,863494009
68,Meada Anchor - 0329,4635125-0329,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,07,2021,07-2021,1193037571
69,Meada Anchor - 0330,4635125-0330,,Linha,,25.0,3.9,1.85,46.25,97.5,,,,,,,,07,2021,07-2021,9828807496
70,Meada Anchor - 0332,4635125-0332,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,811014567
71,Meada Anchor - 0333,4635125-0333,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,07,2021,07-2021,4186199726
72,Meada Anchor - 0334,4635125-0334,,Linha,,20.0,3.9,2.0,40.0,78.0,,,,,,,,07,2021,07-2021,5222903979
73,Meada Anchor - 0335,4635125-0335,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,4358440766
74,Meada Anchor - 0311,4635125-0311,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,9777757914
75,Meada Anchor - 0313,4635125-0313,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,9512469981
76,Meada Anchor - 0314,4635125-0314,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,07,2021,07-2021,964091684
77,Meada Anchor - 0316,4635125-0316,,Linha,,0.0,3.9,2.0,0.0,0.0,2.0,0.0,7.8,7.8,0.0,,,07,2021,07-2021,1100965849
78,Meada Anchor - 0925,4635125-0925,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,2872019129
79,Meada Anchor - 0305,4635125-0305,,Linha,,8.0,3.9,2.0,16.0,31.2,1.0,0.0,3.9,3.9,0.0,,,07,2021,07-2021,8911118261
80,Meada Anchor - 0306,4635125-0306,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,9897709671
81,Meada Anchor - 0307,4635125-0307,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,07,2021,07-2021,5705167557
82,Meada Anchor - 0308,4635125-0308,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,07,2021,07-2021,2377483948
83,Meada Anchor - 0309,4635125-0309,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,5605587762
84,Meada Anchor - 0310,4635125-0310,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,07,2021,07-2021,8488985866
85,Meada Anchor - 0891,4635125-0891,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,07,2021,07-2021,5776013471
86,Meada Anchor - 0890,4635125-0890,,Linha,,0.0,3.9,2.0,0.0,0.0,,,,,,,,07,2021,07-2021,1711690921
87,Meada Anchor - 0901,4635125-0901,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,4199073152
88,Meada Anchor - 0361,4635125-0361,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,3807006953
89,Meada Anchor - 0362,4635125-0362,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,07,2021,07-2021,2432872713
90,Meada Anchor - 0363,4635125-0363,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,07,2021,07-2021,3586741326
91,Meada Anchor - 0365,4635125-0365,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,4546687602
92,Meada Anchor - 1045,4635125-1045,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,07,2021,07-2021,74814315
93,Meada Anchor - 1046,4635125-1046,,Linha,,30.0,3.9,2.0,60.0,117.0,,,,,,,,07,2021,07-2021,9701009186
94,Meada Anchor - 1002,4635125-1002,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,07,2021,07-2021,2997140864
95,Meada Anchor - 1001,4635125-1001,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,07,2021,07-2021,4133054347
96,Meada Anchor - 1003,4635125-1003,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,9525030366
97,Meada Anchor - 1004,4635125-1004,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,3732425096
98,Meada Anchor - 0372,4635125-0372,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,07,2021,07-2021,74922283
99,Meada Anchor - 0373,4635125-0373,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,4775598879
100,Meada Anchor - 0374,4635125-0374,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,5199968813
101,Meada Anchor - 0375,4635125-0375,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,7983040992
102,Meada Anchor - 0944,4635125-0944,,Linha,,18.0,3.9,2.0,36.0,70.2,,,,,,,,07,2021,07-2021,1544406274
103,Meada Anchor - 0366,4635125-0366,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,3372788071
104,Meada Anchor - 0367,4635125-0367,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,07,2021,07-2021,3592742293
105,Meada Anchor - 0368,4635125-0368,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,07,2021,07-2021,7752224207
106,Meada Anchor - 0369,4635125-0369,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,6194451342
107,Meada Anchor - 0370,4635125-0370,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,7919036352
108,Meada anchor - 0371,4635125-0371,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,2302109525
109,Meada Anchor - 0358,4635125-0358,,Linha,,5.0,3.9,2.0,10.0,19.5,1.0,0.0,3.9,3.9,0.0,,,07,2021,07-2021,2308951149
110,Meada Anchor - 0359,4635125-0359,,Linha,,0.0,3.9,1.75,0.0,0.0,,,,,,,,07,2021,07-2021,3336747827
111,Meada Anchor - 0360,4635125-0360,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,1598795312
112,Novelo Anchor - 00046,4592108-00046,,Linha,,4.0,10.5,7.0,28.0,42.0,,,,,,,,07,2021,07-2021,77776982
113,Novelo Anchor - 00291,4592108-00291,,Linha,,6.0,10.5,7.0,42.0,63.0,,,,,,,,07,2021,07-2021,2118790177
114,Novelo Anchor - 00255,4592108-00255,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,07,2021,07-2021,522847356
115,Novelo Anchor - 00307,4592108-00307,,Linha,,5.0,10.5,7.0,35.0,52.5,,,,,,,,07,2021,07-2021,1938843921
116,Novelo Anchor - 00304,4592108-00304,,Linha,,6.0,10.5,7.0,42.0,63.0,,,,,,,,07,2021,07-2021,1038935244
117,Novelo Anchor - 00134,4592108-00134,,Linha,,7.0,10.5,7.0,49.0,73.5,,,,,,,,07,2021,07-2021,1074379433
118,Novelo Anchor - 00001BRANCO,4592108-00001,,Linha,,0.0,10.5,7.0,0.0,0.0,,,,,,,,07,2021,07-2021,5939993432
119,Novelo Anchor - 00403,4592108-00403,,Linha,,10.0,10.5,7.0,70.0,105.0,,,,,,,,07,2021,07-2021,8513754513
120,Novelo Anchor - 00188,4592108-00188,,Linha,,1.0,10.5,7.0,7.0,10.5,,,,,,,,07,2021,07-2021,7463835244
121,Novelo Anchor - 00130,4592108-00130,,Linha,,7.0,10.5,7.0,49.0,73.5,,,,,,,,07,2021,07-2021,8712004925
122,Novelo Anchor - 00357,4592108-00357,,Linha,,10.0,10.5,7.0,70.0,105.0,,,,,,,,07,2021,07-2021,5813735614
123,Novelo Anchor - 01217,4592108-01217,,Linha,,8.0,10.5,7.0,56.0,84.0,,,,,,,,07,2021,07-2021,8236593433
124,Novelo Anchor - 00368,4592108-00368,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,07,2021,07-2021,6392237213
125,Novelo Anchor - 00376,4592108-00376,,Linha,,1.0,10.5,7.0,7.0,10.5,,,,,,,,07,2021,07-2021,7812300439
126,Novelo Anchor - 01202,4592108-01202,,Linha,,4.0,10.5,7.0,28.0,42.0,,,,,,,,07,2021,07-2021,8251732420
127,Novelo Anchor - 00101,4592108-00101,,Linha,,3.0,10.5,7.0,21.0,31.5,,,,,,,,07,2021,07-2021,3230415361
128,Meada Anchor - 0380,4635125-0380,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,3042334088
129,Meada Anchor - 0381,4635125-0381,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,1044665072
130,Meada Anchor - 0382,4635125-0382,,Linha,,29.0,3.9,2.0,58.0,113.1,,,,,,,,07,2021,07-2021,4603590775
131,Meada Anchor - 0276,4635125-0276,,Linha,,21.0,3.9,2.0,42.0,81.9,,,,,,,,07,2021,07-2021,2425003976
132,Meada Anchor - 1082,4635125-1082,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,07,2021,07-2021,5894817858
133,Meada Anchor - 1084,4635125-1084,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,07,2021,07-2021,8911561080
134,Meada Anchor - 1086,4635125-1086,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,07,2021,07-2021,7821285882
135,Meada Anchor - 1088,4635125-1088,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,07,2021,07-2021,309935483
136,Meada Anchor - 1009,4635125-1009,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,9602727172
137,Meada Anchor - 0881,4635125-0881,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,07,2021,07-2021,8830737328
138,Meada Anchor - 0376,4635125-0376,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,07,2021,07-2021,6105565284
139,Meada Anchor - 0378,4635125-0378,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,07,2021,07-2021,9530590031
140,Meada Anchor - 0379,4635125-0379,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,07,2021,07-2021,6993754731
141,Meada Anchor - 0778,4635125-0778,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,2991694660
142,Meada Anchor - 1008,4635125-1008,,Linha,,4.0,3.9,2.0,8.0,15.6,,,,,,,,07,2021,07-2021,7447074128
143,Meada Anchor - 0914,4635125-0914,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,4497137870
144,Meada Anchor - 1007,4635125-1007,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,07,2021,07-2021,5636244193
145,Meada Anchor - 0936,4635125-0936,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,07,2021,07-2021,719213288
146,Meada Anchor - 0882,4635125-0882,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,07,2021,07-2021,5643586562
147,Meada Anchor - 0883,4635125-0883,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,07,2021,07-2021,202647693
148,Meada Anchor - 0884,4635125-0884,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,6921891651
149,Meada Anchor - 0347,4635125-0347,,Linha,,13.0,3.9,2.0,26.0,50.7,,,,,,,,07,2021,07-2021,3263418354
150,Meada Anchor - 0349,4635125-0349,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,9381591736
151,Meada Anchor - 0355,4635125-0355,,Linha,,12.0,3.9,2.0,24.0,46.8,1.0,0.01,3.89,3.89,0.0,,,07,2021,07-2021,3996806906
152,Meada Anchor - 0357,4635125-0357,,Linha,,1.0,3.9,2.0,2.0,3.9,1.0,0.01,3.89,3.89,0.0,,,07,2021,07-2021,4073407714
153,Meada Anchor - 1010,4635125-1010,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,684664914
154,Meada Anchor - 1047,4635125-1047,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,07,2021,07-2021,320495788
155,Meada Anchor - 1048,4635125-1048,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,8339604721
156,Meada Anchor - 1049,4635125-1049,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,6318555109
157,Meada Anchor - 0351,4635125-0351,,Linha,,24.0,3.9,2.0,48.0,93.6,,,,,,,,07,2021,07-2021,7836410493
158,Meada Anchor - 0352,4635125-0352,,Linha,,3.0,3.9,2.0,6.0,11.7,,,,,,,,07,2021,07-2021,6458760687
159,Meada Anchor - 1011,4635125-1011,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,2390962145
160,Meada Anchor - 1012,4635125-1012,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,07,2021,07-2021,41925714
161,Meada Anchor - 0868,4635125-0868,,Linha,,14.0,3.9,2.0,28.0,54.6,,,,,,,,07,2021,07-2021,6920535297
162,Meada Anchor - 9575,4635125-9575,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,9098683984
163,Meada Anchor - 1013,4635125-1013,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,3865054630
164,Meada Anchor - 1014,4635125-1014,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,07,2021,07-2021,5616561290
165,Meada Anchor - 0336,4635125-0336,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,07,2021,07-2021,4738008530
166,Meada Anchor - 0337,4635125-0337,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,07,2021,07-2021,1915017609
167,Meada Anchor - 0338,4635125-0338,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,07,2021,07-2021,6976813557
168,Meada Anchor - 5975,4635125-5975,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,07,2021,07-2021,1514803490
169,Meada Anchor - 0340,4635125-0340,,Linha,,19.0,3.9,2.0,38.0,74.1,,,,,,,,07,2021,07-2021,5786084928
170,Meada Anchor - 0341,4635125-0341,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,07,2021,07-2021,5754084376
171,Meada Anchor - 0006,124054,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,07,2021,07-2021,4528836122
172,Meada Anchor - 0008,124055,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,1974304378
173,Meada Anchor - 0009,4635125-0009,,Linha,,9.0,3.9,2.0,18.0,35.1,1.0,0.01,3.89,3.89,0.0,,,07,2021,07-2021,5023594592
174,Meada Anchor - 0010,124056,,Linha,,2.0,3.9,2.0,4.0,7.8,,,,,,,,07,2021,07-2021,1858680297
175,Meada Anchor - 0011,124057,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,7767751449
176,Meada Anchor - 0013,4635125-0013,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,4294830447
177,Meada Anchor - 1020,4635125-1020,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,9479773636
178,Meada Anchor - 1021,4635125-1021,,Linha,,17.0,3.9,2.0,34.0,66.3,,,,,,,,07,2021,07-2021,6855081725
179,Meada Anchor - 1022,4635125-1022,,Linha,,12.0,3.9,1.85,22.2,46.8,,,,,,,,07,2021,07-2021,4741339407
180,Meada Anchor - 1023,4635125-1023,,Linha,,1.0,3.9,2.0,2.0,3.9,,,,,,,,07,2021,07-2021,6766439986
181,Meada Anchor - 1024,4635125-1024,,Linha,,15.0,3.9,2.0,30.0,58.5,,,,,,,,07,2021,07-2021,896340320
182,Meada Anchor - 1025,4635125-1025,,Linha,,9.0,3.9,2.0,18.0,35.1,,,,,,,,07,2021,07-2021,2983927664
183,Meada Anchor - 1015,4635125-1015,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,6086462829
184,Meada Anchor - 0023,4635125-0023,,Linha,,10.0,3.9,2.0,20.0,39.0,,,,,,,,07,2021,07-2021,169668466
185,Meada Anchor - 0024,4635125-0024,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,6784469336
186,Meada Anchor - 0025,4635125-0025,,Linha,,16.0,3.9,2.0,32.0,62.4,,,,,,,,07,2021,07-2021,2628497590
187,Meada Anchor - 0026,4635125-0026,,Linha,,5.0,3.9,2.0,10.0,19.5,,,,,,,,07,2021,07-2021,5018533483
188,Meada Anchor - 0027,4635125-0027,,Linha,,8.0,3.9,2.0,16.0,31.2,,,,,,,,07,2021,07-2021,2390693028
189,Meada Anchor - 0028,4635125-0028,,Linha,,7.0,3.9,2.0,14.0,27.3,,,,,,,,07,2021,07-2021,3054143260
190,Meada Anchor - 0029,4635125-0029,,Linha,,5.0,3.9,2.0,10.0,19.5,2.0,0.0,7.8,7.8,0.0,,,07,2021,07-2021,2836554389
191,Meada Anchor - 1006,4635125-1006,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,6333977170
192,Meada Anchor - 1005,4635125-1005,,Linha,,6.0,3.9,2.0,12.0,23.4,,,,,,,,07,2021,07-2021,4409228893
193,Meada Anchor - 0031,4635125-0031,,Linha,,12.0,3.9,2.0,24.0,46.8,,,,,,,,07,2021,07-2021,4189523417
194,Meada Anchor - 0033,4635125-0033,,Linha,,14.0,3.9,2.0,28.0,54.6,,,,,,,,07,2021,07-2021,1641151339
195,Meada Anchor - 0035,4635125-0035,,Linha,,11.0,3.9,2.0,22.0,42.9,,,,,,,,07,2021,07-2021,2794052541
